archiefbeschrijvingURI,handleURI,imageOriginal,beschrijving,toelichting,titelFotoserie
https://archief.nl/id/beschrijving/af06fb78-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af06fb78-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/df53d873-5cff-410e-a58c-72e1cb6da54b,"Eerste Ned. auto-konvooi Batavia-Bandoeng. De puinhopen van Zuid-Bandoeng van een weverij, maar de Holl. vlag wappert strak in de bergwind.",,
https://archief.nl/id/beschrijving/af06fc36-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af06fc36-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/3b89a3ab-a68f-470f-9d30-3fb67a5e42b4,"In het midden van de baai bij Hollandia liggen twee kleine eilandjes, waarbij en waarop enige papoea-vissersdorpjes gebouwd zijn. Let op hoe de kampong rechts op palen in zee gebouwd is",,
https://archief.nl/id/beschrijving/af06fcfe-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af06fcfe-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/6c640fe3-39c8-44be-83db-2b6a46cbda8b,Eerste Ned. auto-konvooi Batavia-Bandoeng. Tijdens de rust.,,
https://archief.nl/id/beschrijving/af06fdc6-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af06fdc6-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/9ada849d-0a71-430a-b934-bffd1c6241a5,Een van de kleine korte strandjes langs de kust van de oceaan,,
https://archief.nl/id/beschrijving/af06fe84-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af06fe84-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/61966559-5fd2-4f67-bba8-445459efe635,Vissersprauwen op het strand. De kust op de achtergrond is reeds Australisch gebied. Let op de versierde boeg en pagaai,,
https://archief.nl/id/beschrijving/af06ff4c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af06ff4c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/023010fb-aa8c-4f9d-9ab6-8e02aa1a50ef,Eerste Ned. auto-konvooi Batavia-Bandoeng. Bij Tjiandjoer wordt het uiteengetrokken konvooi geconcentreerd voor het laatste en gevaarlijkste traject naar Padalarang.,,
https://archief.nl/id/beschrijving/af070014-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af070014-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/0c062247-954e-417a-8b49-7534864506c0,Eerste Ned. auto-konvooi Batavia-Bandoeng. Bij Tjiandjoer wordt het uiteengetrokken konvooi geconcentreerd voor het laatste en gevaarlijkste traject.,,
https://archief.nl/id/beschrijving/af0700dc-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af0700dc-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/8d7b37a3-076a-4065-b682-b8ad5a2cb7ee,"Eerste Ned. auto-konvooi Batavia-Bandoeng. Rust aan een koele bron. Rust in het terrein, het enige wat in deze totaal verlaten en verwoeste verbrande streek herinnert aan de mijmering van de oude kampong.",,
https://archief.nl/id/beschrijving/af0701ae-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af0701ae-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/224fbca5-c0eb-437e-b827-1e8cb0daf592,"Tangerang weer in Ned. handen 15 juli 1946. De konvooirijder, de stille ongeziene man achter het stuur.",,
https://archief.nl/id/beschrijving/af070276-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af070276-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/7105332e-0b54-4d53-9324-ac3f6c809a77,Bezettingen Tangerang 28 mei 1946. De radiopost bij de infanterie die de verbinding tussen cdt. en batterij onderhoudt.,,
https://archief.nl/id/beschrijving/af07033e-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af07033e-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/62d3c9b0-11cf-4d6d-9769-4aec35bd57b8,Bezetting Tangerang 15 juli 1946. Een truck kantelde halfweg en een soldaat viel omlaag de greppel in. Het ongeluk werd snel verholpen en even later stond Jan alweer bij het veldkeukentje thee te zetten.,,
https://archief.nl/id/beschrijving/af070406-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af070406-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/f083463c-1093-4397-9c4c-bd367f8e99ad,Bezetting Tangerang 15 juli 1946. Vrijwillig helpt de bevolking de jongens bij hun werkzaamheden.,,
https://archief.nl/id/beschrijving/af0704ce-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af0704ce-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/455f3fd0-4ebc-407f-bedf-2efaa29e5c95,Bezetting Tangerang 15 juli 1946. Direct na aankomst worden de tenten opgezet.,,
https://archief.nl/id/beschrijving/af07058c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af07058c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/e70b161e-7927-4a3e-95ad-7a078cb861f4,"Bezetting Tangerang 15 juli 1946. Bezoek aan de stellingen van 1-8 RI 4e. Cie. Schildwacht aan de Tjisedane. Hoewel de soldaat er zijn gemak van genomen heeft, tuurt hij zeer oplettend over het gebied van Niemandsland.",,
https://archief.nl/id/beschrijving/af070654-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af070654-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/702bfee2-07c8-44f5-94db-d1acecef671b,Bezetting Tangerang 15 juli 1946. Jonge klappers worden door de dankbare bevolking bij wijze van welkom de soldaat aangeboden.,,
https://archief.nl/id/beschrijving/af07073a-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af07073a-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/11c5d0f1-bde0-4709-9156-9a0e633c3977,Bezetting Tangerang 28 mei 1946. Eten halen.,,
https://archief.nl/id/beschrijving/af070802-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af070802-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/b5513a5b-933e-4f56-954d-e349058c7ee5,Bezetting Tangerang 28 mei 1946. Een ogenblik rust tijdens de opmars en een hap eten.,,
https://archief.nl/id/beschrijving/af0708ca-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af0708ca-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/a2f67d1c-29a2-4365-aac7-919fafae7d1a,Bezetting Tangerang 28 mei 1946. In de opmarsweg bevonden zich vele hindernissen door de verzetslieden opgeworpen. Zo heeft de genie over een tankval een brug moeten slaan.,,
https://archief.nl/id/beschrijving/af07099c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af07099c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/21aa3d64-0569-4fcc-a622-3a7b6b92d8eb,Bezetting Tangerang 28 mei 1946. Bij het opvangen van een radiotelefonisch opgegeven doel komt de rustende batterij bij de stukken.,,
https://archief.nl/id/beschrijving/af070a64-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af070a64-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/2c8ee7b8-c311-44be-8eea-fd48332a7bc5,Bezetting Tangerang 28 mei 1946. Onder grote belangstelling van de zijde der bevolking gaan de eerste patrouilles door Tangerang.,,
https://archief.nl/id/beschrijving/af070b22-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af070b22-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/b4a95be4-99bf-44e9-bf4e-010056db919a,Bezetting Tangerang 28 mei 1946. KNIL-pantserwagens te Tangerang.,,
https://archief.nl/id/beschrijving/af070bea-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af070bea-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/09689cd5-f61c-47b5-b536-4d418038f51d,Bezetting Tangerang 28 mei 1946. Inheemse militairen van het KNIL voor Tangerang.,,
https://archief.nl/id/beschrijving/af070cb2-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af070cb2-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/276b2c03-ba0e-4c5f-b9bc-e45785af6a22,Bezetting Tangerang 28 mei 1946. Een tankval wordt door de genie dicht geworpen.,,
https://archief.nl/id/beschrijving/af070d70-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af070d70-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/6f881153-bece-491c-82e0-8a0856390575,"Bezetting Tangerang 28 mei 1946. Bij wijze van afschrikkend voorbeeld lieten de extremistische elementen \""dreigbrieven\"" achter op muren van door hen bezette woningen gericht aan onze troepen.",,
https://archief.nl/id/beschrijving/af070e2e-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af070e2e-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/392d7334-fc13-4fec-b86f-7a7c387ee882,Bezetting Tangerang 28 mei 1946. De uitwerking van ons artillerievuur op het landhuis van Tjengkareng.,,
https://archief.nl/id/beschrijving/af070ef6-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af070ef6-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/52671ae2-600c-4a89-bf37-5badfefee712,Bezetting Tangerang 28 mei 1946. In het landhuis Tjengkareng voor Tangerang hebben hevige gevechten gewoed. Artilleriebeschieting was noodzakelijk.,,
https://archief.nl/id/beschrijving/af070fbe-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af070fbe-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/be45adb4-df2e-46d1-a755-30b6b197ed57,"Bezetting Tangerang 28 mei 1946. Verbinding per voetbrug over de Mookervaart. In anderhalf uur geslagen en in nog kortere tijd weer opgebroken, toen de troepen waren gepasseerd.",,
https://archief.nl/id/beschrijving/af07107c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af07107c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/797d8131-454c-4b94-a821-de1c20847d77,Bezetting Tangerang 28 mei 1946. Het dekken van houttransporten voor centrale keuken door Ned. troepen,,
https://archief.nl/id/beschrijving/af071144-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af071144-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/d501a5c2-8d2f-4f01-b69b-d0de8062abdf,Bezetting Tangerang 28 mei 1946. Op de betonnen muur van een bunker pleegt de TNI hongerblokkering.,,
https://archief.nl/id/beschrijving/af071216-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af071216-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/3cc0441d-fece-42df-b108-5b375acbd511,Bezetting Tangerang 28 mei 1946. Ziekenrapport in Pesing.,,
https://archief.nl/id/beschrijving/af0712de-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af0712de-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/c35db776-04d2-4af8-bb67-55ffabcfe672,Bezetting Tangerang 28 mei 1946. Opruiming van versperring door genie.,,
https://archief.nl/id/beschrijving/af07139c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af07139c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/97bdb70b-5701-4a69-b0a5-0bc366088b29,Bezetting Tangerang 28 mei 1946. Hij zal zijn weg wel vinden.,,
https://archief.nl/id/beschrijving/af071464-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af071464-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/4368e320-4dbc-4040-888b-dca2804902c6,Bezetting Tangerang 28 mei 1946. Op enkele punten waren door middel van bomen en doorgravingen zware hindernissen opgeworpen. De genie aan het opruimingswerk.,,
https://archief.nl/id/beschrijving/af071522-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af071522-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/789e6758-5291-4358-a806-deabd25bfc04,Bezetting Tangerang 28 mei 1946. Onze troepen werden in Tangerang hartelijk ontvangen. Ned. en Indonesische militairen van Kon. Landmacht en KNIL in gesprek met de bevolking.,,
https://archief.nl/id/beschrijving/af0715ea-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af0715ea-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/5498f586-a43c-486a-b7f6-30de4bdb3e09,"Bezetting Tangerang 28 mei 1946. Het bord \""Tentara Repoeblik Indonesia\"" wordt van de TRI-kazerne verwijderd.",,
https://archief.nl/id/beschrijving/af0716a8-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af0716a8-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/61799a58-0156-4d56-99a1-51a2a488d83f,Bezoek legercdt. aan Semarang. De cdt. van een mortierpeloton legt het gezelschap de werking van een 3-inch-mortier uit.,,
https://archief.nl/id/beschrijving/af071770-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af071770-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/d87637f8-b755-43c1-b5c9-4de8dd2037da,Bezoek van de legercdt. en de GG van Mook aan verschillende detachementen west van Batavia 6-6-1946. Bij de commandopost te Tjimanggis.,,
https://archief.nl/id/beschrijving/af07182e-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af07182e-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/4030028a-a32e-4aaf-97d0-f12163b9d147,"Bezoek van de legercdt. en de GG van Mook aan verschillende detachementen west van Batavia 6-6-1946. Bezoek aan het kerkhof te Depok. Verschillende graven waren door de terroristen, welke op zoek waren naar ringen en en sieraden, open gebroken.",,
https://archief.nl/id/beschrijving/af071900-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af071900-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/2abae14a-6337-4f73-905b-68ee3c8a77d5,Bezoek van de legercdt. en de GG van Mook aan verschillende detachementen west van Batavia 6-6-1946. Bezoek aan de gevangenis te Tangerang.,,
https://archief.nl/id/beschrijving/af0719d2-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af0719d2-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/14b97301-9864-41f1-aee0-732474469c40,"Patrouille van een sectie van 1-1 RI. Ambonezen, prima KNIL-soldaten.",,
https://archief.nl/id/beschrijving/af071a9a-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af071a9a-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/d2038e56-9b72-42bc-983a-b4fb629b6351,Patrouille van een sectie van 1-1 RI. Verkennersgroep van drie aan de rand van een sawah.,,
https://archief.nl/id/beschrijving/af071b58-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af071b58-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/6e7279e6-2263-4a81-932c-fa59443cbab6,Patrouille van een sectie van 1-1 RI. Het middageten vraagt niet veel tijd. Het potje rijst is snel gereed.,,
https://archief.nl/id/beschrijving/af071c20-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af071c20-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/be6e27ca-be2f-42a5-88c5-fd76f6413368,Patrouille van een sectie van 1-1 RI. Uit de laatste uitgangsstelling stuift de soldaat te voorschijn.,,
https://archief.nl/id/beschrijving/af071cde-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af071cde-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/dcf6c00e-7dfd-4bfd-86d2-8ad4c6662c1e,Aankomst der eerste NIWIN-pakketten. De adjudant-generaal van de Nederlandse strijdkrachten in Indonesie kolonel C.H.J.F. van Houten (met pet) inspecteert de pakketten in de opslagloodsen.,,[DLC] Aankomst NIWIN paketten
https://archief.nl/id/beschrijving/af071d9c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af071d9c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/6f899b13-4323-4704-b257-5f34000e7123,"Het \""orkest\"" dat de gehele avond zich duchtig weerde.",,[DLC] Afscheid Kampong Melajou
https://archief.nl/id/beschrijving/af071e64-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af071e64-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/1d802725-9753-44d2-abd2-693f21c363e7,De laatste nieuwe mop uit Holland.,,
https://archief.nl/id/beschrijving/af071f72-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af071f72-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/bd7225e5-0d6f-4329-9347-5dffa5d7f557,Bij het afscheidsfeest betuigt de bevolking haar dankbaarheid door het uitvoeren van dansen.,,[DLC] Afscheid Kampong Melajou
https://archief.nl/id/beschrijving/af07203a-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af07203a-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/1e706682-7ffb-4d93-bd8a-543218a10184,Aankomst der eerste NIWIN-pakketten. Wat zou daar wel inzitten? Langzaam worden de eerste pakketten op de kade neergelaten.,,[DLC] Aankomst NIWIN paketten
https://archief.nl/id/beschrijving/af072102-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af072102-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/5827beed-7891-467c-a5e5-a03914dd01fb,Aankomst der eerste NIWIN-pakketten. De adjudant-generaal van de Nederlandse strijdkrachten in Indonesie kolonel C.H.J.F. van Houten (met pet) inspecteert de pakketten in de opslagloodsen.,,[DLC] Aankomst NIWIN paketten
https://archief.nl/id/beschrijving/af0721ca-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af0721ca-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/748f31e7-a229-4923-bf03-c483bf6a3782,"Vrolijk wordt het afscheid gevierd, de taak hier is afgelopen en met frisse moed wordt begonnen aan de nieuwe opdracht elders.",,[DLC] Afscheid Kampong Melajou
https://archief.nl/id/beschrijving/af0722a6-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af0722a6-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/652e9b55-f37c-4b65-930c-0195c93de7a6,Tijdens de .... rust,,
https://archief.nl/id/beschrijving/af072364-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af072364-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/ad86b6e5-900e-4152-865a-70c89d4f6b14,Doorkijkje langs het strand bij Hollandia,,
https://archief.nl/id/beschrijving/af07242c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af07242c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/0cf803c8-feba-40c0-b7f7-1e2010e8bd64,"Samenwerking tussen Ned. en Indonesie. Eerst bij het brengen van rust en orde ter plaatse, nu bij het afscheidsfeest, straks bij de opbouw.",,[DLC] Afscheid Kampong Melajou
https://archief.nl/id/beschrijving/af0724fe-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af0724fe-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/6b10df39-128d-480b-8925-e2aa9a426731,"In de kloof bij Hollandia ligt niet alleen het militaire kampement, doch ook de magazijnen, waarin de militaire voorraden voor Nieuw-Guinea zijn opgeslagen, zijn daar gelegen. Gezicht vanaf de weg naar Kota Baroe en Ifar",,
https://archief.nl/id/beschrijving/af0725bc-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af0725bc-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/a368e4d3-f12b-4027-9db9-5e2230c0eefe,Aankomst contingent 7 dec. divisie aan boord MS Tegelberg in Tandjong-Priok 29 oktober 1946. Zeg het met pisangs! Opperwachtmeester Henk Jansen uit Den Haag (staande tussen 2 auto's) verwelkomt zijn jongens op de Tegelberg.,,[DLC] Aankomst Tegelberg
https://archief.nl/id/beschrijving/af0726b6-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af0726b6-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/4b946669-4d89-4ca7-b3ef-8cb12d002bbb,Een ? langs de weg van Hollandia naar kota baroe en Ifar,,
https://archief.nl/id/beschrijving/af07277e-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af07277e-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/e1dc99da-9851-4c76-b536-5f72d9230120,"Aankomst Volendam te Tandjong-Priok met aan boord Prins Bernhard kapel 12-11-1946. Geholpen door zijn verzorger \""Toon Stavast\"" en met belangstelling gadegeslagen door de leden van de kapel, gaat \""Kees\"" aan land. Erg vlot gaat het echter niet.",,[DLC] Aankomst Volendam met Prins Bernhard kapel
https://archief.nl/id/beschrijving/af072846-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af072846-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/e751f17c-4c41-4b54-9a25-26d6bebd2eb9,Aankomst Volendam te Tandjong-Priok met aan boord Prins Bernhard kapel 12-11-1946. Kees staat in het middelpunt der belangstelling,,[DLC] Aankomst Volendam met Prins Bernhard kapel
https://archief.nl/id/beschrijving/af072922-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af072922-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/f4b852a2-7cd2-43ee-b167-50eebe7f23f0,De weg van Kota Baroe naar Ifar loopt voor het grootste deel langs het Sentanimeer. Langs het meer staan in bonte mengeling alle mogelijke bomen en struiken. Een combinatie van palmbomen en ?bomen,,
https://archief.nl/id/beschrijving/af0729ea-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af0729ea-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/9fca5fb1-2b17-42af-b841-1b5d4a06c035,"Aankomst Volendam te Tandjong-Priok met aan boord Prins Bernhard kapel 12-11-1946. De kapelmeester de 1e lt. de Graaf, gaat aan land, direct gevolgd door Kees met zijn verzorger Toon Stavast. Kees vertrouwt het schijnbaar niet zo erg.",,[DLC] Aankomst Volendam met Prins Bernhard kapel
https://archief.nl/id/beschrijving/af072ab2-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af072ab2-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/e9d37784-7aff-48d4-90bb-66f21a36ecbf,"Aankomst Volendam te Tandjong-Priok met aan boord Prins Bernhard kapel 12-11-1946. Kees is aan land en heeft alle belangstelling voor zijn omgeving. De 1e lt. de Graaf tracht zijn aandacht te trekken, maar Kees kijkt naar het nieuwe om zich heen.",,[DLC] Aankomst Volendam met Prins Bernhard kapel
https://archief.nl/id/beschrijving/af072b7a-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af072b7a-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/98fa9e6a-958e-474d-829c-3c8679a2b1a0,De weg van Kota Baroe naar Ifar slingert zich tussen de kale heuvels en dichte bossen door. Duidelijk zijn de palen van de telefoonlijn zichtbaar. Langs deze weg hebben de mannen van de verbindingsdienst maanden geploeterd in de gloeiende zon om een lijn aan te leggen,,
https://archief.nl/id/beschrijving/af072c42-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af072c42-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/c7108ede-0494-4fd8-83e2-403b74a62f3b,"Aankomst Volendam te Tandjong-Priok met aan boord Prins Bernhard kapel 12-11-1946. Kees kijkt wantrouwend naar het nieuwe land, maar stevig vast gehouden door zijn verzorger Toon Stavast moet ook hij de loopplank af.",,[DLC] Aankomst Volendam met Prins Bernhard kapel
https://archief.nl/id/beschrijving/af072d0a-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af072d0a-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/31276f48-eb4c-4e93-b1fb-bed4ee0eefa9,De oude en de nieuwe brug over een van de kali's in de weg van Kota Baroe naar het militaire kamp Ifar. Let op de lichtschakelingen in de rand van het oerbos,,
https://archief.nl/id/beschrijving/af072dd2-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af072dd2-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/6903a845-ade0-4793-a25c-b4717cd51a41,"Wanneer u langs de weg van Kota Baroe naar het militaire kamp Ifar het Cycloopgebergte ziet waarvan de toppen zich bijna altijd in de wolken bevinden, dan is uw doel bijna bereikt",,[DLC] KNIL in Toradjaland
https://archief.nl/id/beschrijving/af072e9a-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af072e9a-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/e1c55482-ebbe-4bd7-a7ae-cce1b9eb6cd6,Op 19 juli 1946 werd vanuit de opmarsstelling Tjiteureup Tjileungsir bevrijd. De transporteur uit Boven-Leeuwen Willy van Oyen en Pietje Appel uit Bussum.,,[DLC] Tjileungsir
https://archief.nl/id/beschrijving/af072f6c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af072f6c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/5010a4c1-516e-465f-aa11-4855516dc59a,Op 19 juli 1946 werd vanuit de opmarsstelling Tjiteureup Tjileungsir bevrijd. Willy van Oyen.,,[DLC] Tjileungsir
https://archief.nl/id/beschrijving/af073034-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af073034-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/9e422154-2333-4cb1-9994-287b16b5975d,Mannen van de Veldartillerie,,
https://archief.nl/id/beschrijving/af073110-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/af073110-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/11cd3df9-4103-44b3-868d-e2e9116d446e,"Op 19 juli 1946 werd vanuit de opmarsstelling Tjiteureup Tjileungsir bevrijd. KNIL-sgt. Piet Dijkstra uit Limburg, cdt. MP detachement Tjileungsir in gesprek met een paar door hem aangestelde dorpshoofden.",,[DLC] Tjileungsir
